Timestamp(ms),CO_PPM,Temperature(C),Pressure(hPa),Altitude(m),Status
1595760,19.46,20.46,1002.76,39.13,87.75,Warning
1597778,18.07,20.46,1002.76,39.17,87.72,Warning
1599796,18.62,20.46,1002.75,39.17,87.77,Warning
1601814,18.34,20.46,1002.75,39.19,87.78,Warning
1603832,18.07,20.46,1002.75,39.19,87.78,Warning
1605850,18.34,20.46,1002.75,39.17,87.78,Warning
1607868,18.34,20.46,1002.75,39.17,87.78,Warning
1609886,18.34,20.46,1002.75,39.19,87.78,Warning
1611904,18.34,20.46,1002.75,39.15,87.75,Warning
1613922,18.62,20.46,1002.76,39.18,87.72,Warning
1615940,18.62,20.46,1002.76,39.18,87.71,Warning
1617960,18.62,20.46,1002.76,39.14,87.68,Warning
1619978,18.90,20.46,1002.76,39.13,87.68,Warning
1621996,19.18,20.46,1002.76,39.13,87.67,Warning
1624014,19.18,20.46,1002.77,39.15,87.65,Warning
1626032,18.07,20.46,1002.77,39.13,87.65,Warning
1628050,18.07,20.45,1002.76,39.09,87.70,Warning
1630068,17.80,20.45,1002.76,39.04,87.70,Warning
1632086,18.07,20.45,1002.76,39.06,87.70,Warning
1634104,17.80,20.45,1002.76,39.07,87.70,Warning
1636122,17.80,20.45,1002.76,39.07,87.72,Warning
1638142,18.07,20.45,1002.76,39.08,87.74,Warning
1640160,18.07,20.45,1002.75,39.06,87.77,Warning
1642178,18.07,20.45,1002.75,39.07,87.78,Warning
1644196,17.80,20.45,1002.75,39.08,87.77,Warning
1646214,18.07,20.45,1002.76,39.09,87.74,Warning
1648232,18.07,20.45,1002.76,39.08,87.72,Warning
1650250,18.07,20.45,1002.76,39.08,87.74,Warning
1652268,18.07,20.45,1002.75,39.08,87.79,Warning
1654286,18.07,20.45,1002.75,39.07,87.75,Warning
1656304,18.07,20.45,1002.75,39.08,87.81,Warning
1658324,18.07,20.45,1002.75,39.04,87.82,Warning
1660342,18.62,20.45,1002.75,39.06,87.82,Warning
1662360,18.90,20.45,1002.74,39.04,87.84,Warning
1664378,18.34,20.45,1002.74,39.04,87.87,Warning
1666396,18.90,20.45,1002.74,39.06,87.88,Warning
1668414,18.90,20.45,1002.74,39.03,87.89,Warning
1670432,18.90,20.45,1002.74,39.02,87.91,Warning
1672450,19.18,20.45,1002.74,39.03,87.91,Warning
1674468,19.46,20.45,1002.74,39.00,87.91,Warning
1676486,19.18,20.45,1002.73,39.00,87.92,Warning
1678504,19.18,20.45,1002.73,39.02,87.93,Warning
1680524,19.46,20.45,1002.73,39.01,87.94,Warning
1682542,19.74,20.45,1002.73,39.01,87.96,Warning
1684560,19.74,20.45,1002.73,39.02,87.96,Warning
1686578,19.74,20.46,1002.74,39.02,87.91,Warning
1688596,19.74,20.46,1002.74,39.02,87.88,Warning
1690614,18.34,20.46,1002.74,39.02,87.89,Warning
1692632,18.62,20.46,1002.74,39.02,87.91,Warning
1694650,18.90,20.46,1002.73,39.01,87.92,Warning
1696668,17.00,20.46,1002.73,39.00,87.92,Warning
1698686,17.53,20.46,1002.74,39.01,87.89,Warning
1700713,17.80,20.46,1002.73,39.00,87.94,Warning
1702731,17.80,20.46,1002.73,39.00,87.92,Warning
1704749,17.80,20.46,1002.74,38.98,87.91,Warning
1706767,17.80,20.46,1002.74,39.00,87.91,Warning
1708785,17.80,20.46,1002.74,38.98,87.84,Warning
1710803,18.07,20.46,1002.74,38.98,87.87,Warning
1712821,17.80,20.46,1002.74,38.96,87.90,Warning
1714839,18.07,20.46,1002.74,38.97,87.90,Warning
1716857,18.07,20.46,1002.74,38.97,87.90,Warning
1718875,18.34,20.46,1002.73,38.98,87.92,Warning
1720893,18.34,20.46,1002.73,38.97,87.96,Warning
1722913,18.90,20.46,1002.73,38.97,87.99,Warning
1724931,18.90,20.46,1002.72,38.97,88.02,Warning
1726949,19.18,20.46,1002.72,38.96,88.01,Warning
1728967,19.46,20.46,1002.72,38.96,88.02,Warning
1730985,19.46,20.46,1002.72,38.96,88.01,Warning
1733003,19.46,20.46,1002.73,38.96,87.97,Warning
1735021,19.46,20.46,1002.73,38.94,87.97,Warning
1737039,19.46,20.46,1002.73,38.94,87.96,Warning
1739057,19.46,20.46,1002.73,38.95,87.97,Warning
1741075,19.46,20.46,1002.73,38.95,87.99,Warning
1743095,19.46,20.46,1002.73,38.95,87.97,Warning
1745113,19.46,20.46,1002.73,38.96,87.96,Warning
1747131,19.46,20.46,1002.73,38.95,87.97,Warning
1749149,19.46,20.46,1002.73,38.95,87.94,Warning
1751167,19.46,20.46,1002.73,39.03,87.97,Warning
1753185,19.46,20.46,1002.73,39.81,87.95,Warning
1755203,19.46,20.46,1002.73,39.86,87.97,Warning
1757221,19.18,20.46,1002.73,39.70,87.94,Warning
1759239,19.18,20.46,1002.73,39.42,87.97,Warning
1761257,19.18,20.46,1002.73,39.24,87.98,Warning
1763275,19.46,20.46,1002.73,39.17,87.98,Warning
1765295,19.46,20.46,1002.73,39.11,87.98,Warning
1767313,19.46,20.46,1002.73,39.08,87.97,Warning
1769331,19.46,20.46,1002.73,39.08,87.95,Warning
1771349,19.46,20.46,1002.73,39.06,87.99,Warning
1773367,19.46,20.46,1002.72,39.03,88.00,Warning
1775385,3.18,20.46,1002.72,39.01,88.00,Safe
1777403,3.18,20.46,1002.72,39.01,88.00,Safe
1779421,3.05,20.46,1002.72,39.04,88.03,Safe
1781439,2.80,20.46,1002.72,39.03,88.03,Safe
1783457,2.67,20.46,1002.72,38.98,88.07,Safe
1785475,2.55,20.46,1002.71,38.98,88.10,Safe
1787495,2.55,20.46,1002.71,38.97,88.10,Safe
1789513,2.55,20.46,1002.71,38.97,88.09,Safe
1791531,2.43,20.46,1002.72,38.96,88.07,Safe
1793549,2.43,20.46,1002.72,38.97,88.04,Safe
1795567,2.43,20.46,1002.72,38.96,88.07,Safe
1797585,2.43,20.46,1002.72,38.95,88.08,Safe
1799603,2.43,20.46,1002.72,38.96,88.08,Safe
1801621,2.43,20.46,1002.71,38.98,88.09,Safe
1803639,2.43,20.46,1002.71,38.96,88.09,Safe
1805657,2.43,20.46,1002.72,38.97,88.07,Safe
1807675,2.32,20.46,1002.71,38.95,88.13,Safe
1809695,2.32,20.46,1002.71,38.91,88.13,Safe
1811713,2.32,20.46,1002.71,38.89,88.11,Safe
1813731,2.32,20.46,1002.72,38.89,88.08,Safe
1815749,2.43,20.46,1002.72,38.92,88.06,Safe
1817767,2.32,20.46,1002.73,39.00,87.99,Safe
1819785,2.32,20.46,1002.73,38.96,87.94,Safe
1821803,2.32,20.45,1002.73,38.95,87.92,Safe
1823821,2.43,20.45,1002.74,38.96,87.86,Safe
1825839,2.32,20.45,1002.74,38.95,87.87,Safe
1827857,2.43,20.45,1002.74,38.92,87.87,Safe
1829906,2.32,20.45,1002.75,38.87,87.81,Safe
1831926,2.32,20.45,1002.74,38.86,87.84,Safe
1833944,2.32,20.45,1002.74,38.86,87.90,Safe
1835962,2.32,20.45,1002.73,38.86,87.94,Safe
1837980,2.32,20.45,1002.72,38.91,88.01,Safe
1839998,2.32,20.45,1002.72,38.93,88.03,Safe
1842016,2.43,20.45,1002.71,38.93,88.09,Safe
1844034,2.43,20.45,1002.71,38.93,88.12,Safe
1846052,2.43,20.45,1002.71,38.93,88.12,Safe
1848070,2.43,20.45,1002.71,38.93,88.14,Safe
1850088,2.43,20.45,1002.71,38.92,88.14,Safe
1852106,2.43,20.45,1002.71,38.95,88.14,Safe
1854124,2.43,20.44,1002.70,38.95,88.20,Safe
1856144,2.43,20.44,1002.70,38.95,88.17,Safe
1858162,2.43,20.44,1002.71,38.92,88.11,Safe
1860180,2.43,20.44,1002.71,38.93,88.10,Safe
1862198,2.43,20.44,1002.72,38.93,88.06,Safe
1864216,2.43,20.44,1002.72,38.95,88.03,Safe
1866234,2.43,20.44,1002.73,38.93,87.99,Safe
1868252,2.43,20.44,1002.73,38.95,87.96,Safe
1870270,2.43,20.44,1002.73,38.96,87.93,Safe
1872288,2.43,20.44,1002.73,38.95,87.93,Safe
1874306,2.43,20.44,1002.73,38.95,87.93,Safe
1876324,2.43,20.44,1002.73,38.93,87.98,Safe
1878351,2.43,20.44,1002.73,38.93,87.95,Safe
1880369,2.43,20.44,1002.73,38.95,87.96,Safe
1882387,2.43,20.44,1002.73,38.92,87.96,Safe
1884405,2.43,20.44,1002.72,38.95,88.04,Safe
1886423,2.43,20.44,1002.72,38.93,88.06,Safe
1888441,2.43,20.44,1002.71,38.96,88.13,Safe
1890459,2.43,20.44,1002.71,38.95,88.16,Safe
1892477,2.43,20.44,1002.70,38.97,88.17,Safe
1894495,2.43,20.44,1002.70,38.96,88.18,Safe
1896513,2.43,20.44,1002.70,38.97,88.18,Safe
1898531,2.43,20.44,1002.69,38.98,88.26,Safe
1900551,2.43,20.44,1002.69,38.95,88.31,Safe
1902569,2.43,20.44,1002.68,38.97,88.34,Safe
1904587,2.43,20.44,1002.68,38.98,88.36,Safe
1906605,2.43,20.44,1002.68,38.99,88.37,Safe
1908623,2.43,20.44,1002.67,39.02,88.42,Safe
1910641,2.43,20.44,1002.67,38.98,88.43,Safe
1912659,2.43,20.44,1002.67,38.97,88.42,Safe
1914677,2.43,20.44,1002.67,38.95,88.43,Safe
1916695,2.43,20.44,1002.67,38.95,88.43,Safe
1918713,2.43,20.44,1002.67,38.95,88.42,Safe
1920731,2.43,20.44,1002.68,38.97,88.39,Safe
1922749,2.43,20.44,1002.68,38.98,88.38,Safe
1924769,2.43,20.44,1002.68,38.98,88.35,Safe
1926787,2.43,20.43,1002.68,38.97,88.38,Safe
1928805,2.43,20.43,1002.68,38.97,88.40,Safe
1930823,2.43,20.43,1002.68,38.97,88.41,Safe
1932841,2.43,20.43,1002.67,38.98,88.42,Safe
1934859,2.43,20.44,1002.68,38.98,88.39,Safe
1936877,2.43,20.44,1002.67,38.98,88.45,Safe
1938895,2.43,20.44,1002.68,39.01,88.41,Safe
1940913,2.43,20.44,1002.67,39.01,88.43,Safe
1942931,2.43,20.44,1002.68,39.01,88.40,Safe
1944949,2.43,20.44,1002.68,39.01,88.36,Safe
1946969,2.43,20.44,1002.68,39.01,88.38,Safe
1948987,2.43,20.44,1002.67,39.01,88.42,Safe
1951005,2.43,20.44,1002.68,39.00,88.41,Safe
1953023,2.43,20.44,1002.67,39.02,88.48,Safe
1955041,2.43,20.44,1002.67,38.98,88.47,Safe
1957059,2.43,20.44,1002.67,39.00,88.48,Safe
1959077,2.43,20.44,1002.66,39.02,88.51,Safe
1961095,2.43,20.44,1002.66,39.03,88.54,Safe
1963113,2.43,20.44,1002.66,39.19,88.54,Safe
1965131,2.43,20.45,1002.66,39.09,88.55,Safe
1967149,2.43,20.45,1002.66,39.03,88.55,Safe
1969167,2.43,20.45,1002.66,39.01,88.53,Safe
1971187,2.43,20.45,1002.67,39.01,88.46,Safe
1973205,2.43,20.45,1002.68,39.01,88.38,Safe
1975223,2.43,20.45,1002.69,39.00,88.29,Safe
1977241,2.43,20.44,1002.69,39.00,88.30,Safe
1979259,2.43,20.44,1002.69,38.98,88.27,Safe
1981277,2.43,20.44,1002.69,38.97,88.27,Safe
1983295,2.43,20.44,1002.69,38.98,88.26,Safe
1985313,2.43,20.44,1002.69,38.98,88.27,Safe
1987331,2.43,20.44,1002.69,38.98,88.26,Safe
1989349,2.43,20.45,1002.70,39.00,88.18,Safe
1991367,2.43,20.45,1002.70,38.97,88.19,Safe
1993387,2.43,20.45,1002.70,38.97,88.25,Safe
1995405,2.43,20.45,1002.69,38.95,88.31,Safe
1997423,2.43,20.45,1002.68,38.96,88.36,Safe
1999441,2.43,20.45,1002.68,38.95,88.38,Safe
2001459,2.43,20.45,1002.68,38.93,88.41,Safe
2003477,2.43,20.45,1002.67,38.92,88.45,Safe
2005495,2.43,20.45,1002.67,38.90,88.45,Safe
2007513,2.43,20.45,1002.67,38.91,88.48,Safe
2009531,2.43,20.45,1002.66,38.92,88.52,Safe
2011549,2.43,20.45,1002.66,38.93,88.52,Safe
2013567,2.43,20.45,1002.66,38.93,88.52,Safe
2015587,2.43,20.45,1002.66,38.92,88.53,Safe
2017605,2.43,20.45,1002.66,38.92,88.52,Safe
2019623,2.43,20.45,1002.67,38.92,88.47,Safe
2021641,2.43,20.45,1002.67,38.93,88.49,Safe
2023659,2.43,20.45,1002.67,38.92,88.49,Safe
2025677,2.43,20.45,1002.66,38.95,88.53,Safe
2027695,2.43,20.45,1002.66,38.96,88.53,Safe
2029713,2.43,20.46,1002.66,38.97,88.52,Safe
2031731,2.43,20.46,1002.66,38.97,88.51,Safe
2033749,2.43,20.46,1002.66,39.00,88.54,Safe
2035767,2.43,20.46,1002.67,38.97,88.50,Safe
2037785,2.43,20.46,1002.66,38.96,88.52,Safe
2039805,2.43,20.46,1002.66,38.97,88.54,Safe
2041823,2.43,20.46,1002.66,38.98,88.52,Safe
2043841,2.43,20.46,1002.66,38.98,88.52,Safe
2045859,2.43,20.46,1002.66,38.98,88.53,Safe
2047877,2.43,20.46,1002.66,38.94,88.53,Safe
2049895,2.43,20.46,1002.66,38.91,88.52,Safe
2051913,2.43,20.46,1002.66,38.91,88.55,Safe
2053931,2.43,20.46,1002.66,38.92,88.57,Safe
2055949,2.43,20.46,1002.66,38.91,88.57,Safe
2057967,2.43,20.46,1002.66,38.94,88.57,Safe
2059985,2.43,20.46,1002.66,38.92,88.56,Safe
2062012,2.43,20.46,1002.66,38.91,88.57,Safe
2064030,2.43,20.46,1002.66,38.92,88.59,Safe
2066048,2.43,20.46,1002.66,38.91,88.59,Safe
2068066,2.43,20.46,1002.66,38.90,88.55,Safe
2070084,2.43,20.46,1002.66,38.90,88.55,Safe
2072102,2.43,20.46,1002.66,38.91,88.52,Safe
2074127,2.43,20.46,1002.66,38.91,88.52,Safe
2076145,2.43,20.46,1002.66,38.94,88.53,Safe
2078163,2.43,20.46,1002.66,38.95,88.54,Safe
2080181,2.43,20.46,1002.66,38.94,88.56,Safe
2082199,2.43,20.46,1002.66,38.94,88.56,Safe
2084219,2.43,20.47,1002.66,38.90,88.52,Safe
2086237,2.43,20.47,1002.66,38.91,88.52,Safe
2088255,2.43,20.47,1002.66,38.90,88.54,Safe
2090273,2.43,20.47,1002.66,38.90,88.55,Safe
2092291,2.43,20.47,1002.66,38.91,88.53,Safe
2094309,2.43,20.47,1002.65,38.92,88.59,Safe
2096327,2.43,20.47,1002.65,38.96,88.60,Safe
2098345,2.43,20.47,1002.65,38.97,88.60,Safe
2100380,2.43,20.47,1002.65,38.99,88.59,Safe
2102398,2.43,20.47,1002.66,39.00,88.57,Safe
2104416,2.43,20.47,1002.65,39.02,88.60,Safe
2106434,2.43,20.47,1002.65,39.02,88.60,Safe
2108454,2.43,20.47,1002.66,39.02,88.58,Safe
2110472,2.43,20.47,1002.66,38.99,88.56,Safe
2112490,2.43,20.47,1002.65,39.00,88.60,Safe
2114508,2.43,20.47,1002.65,39.00,88.62,Safe
2116526,2.43,20.47,1002.65,38.96,88.62,Safe
2118544,2.43,20.47,1002.65,38.97,88.66,Safe
2120562,2.43,20.47,1002.65,38.97,88.65,Safe
2122580,2.43,20.47,1002.65,38.99,88.66,Safe
2124598,2.43,20.47,1002.64,38.96,88.67,Safe
2126616,2.43,20.47,1002.65,38.97,88.64,Safe
2128634,2.43,20.47,1002.65,38.97,88.65,Safe
2130654,2.43,20.47,1002.65,38.99,88.64,Safe
2132672,2.43,20.47,1002.65,39.01,88.64,Safe
2134690,2.43,20.47,1002.65,38.99,88.65,Safe
2136708,2.43,20.47,1002.65,38.99,88.64,Safe
2138726,2.43,20.47,1002.65,38.99,88.64,Safe
2140744,2.43,20.47,1002.65,38.97,88.62,Safe
2142762,2.43,20.47,1002.65,38.97,88.64,Safe
2144780,2.43,20.47,1002.65,38.97,88.62,Safe
2146798,2.43,20.47,1002.65,39.01,88.61,Safe
2148816,2.43,20.47,1002.65,39.02,88.61,Safe
2150834,2.43,20.47,1002.65,39.02,88.60,Safe
2152852,2.43,20.47,1002.65,39.02,88.60,Safe
2154872,2.43,20.47,1002.65,39.03,88.63,Safe
2156890,2.43,20.47,1002.65,39.02,88.63,Safe
2158908,2.43,20.47,1002.65,39.02,88.66,Safe
2160926,2.43,20.47,1002.65,39.01,88.65,Safe
2162944,2.43,20.47,1002.65,39.00,88.63,Safe
2164962,2.43,20.47,1002.65,39.01,88.60,Safe
2166980,2.43,20.47,1002.65,39.02,88.59,Safe
2168998,2.43,20.47,1002.65,39.00,88.59,Safe
2171016,2.43,20.47,1002.66,38.99,88.58,Safe
2173034,2.43,20.47,1002.66,38.97,88.56,Safe
2175052,2.43,20.47,1002.66,38.99,88.56,Safe
2177072,2.43,20.47,1002.66,39.00,88.58,Safe
2179090,2.43,20.47,1002.66,38.99,88.55,Safe
2181108,2.43,20.47,1002.66,38.96,88.56,Safe
2183126,2.43,20.47,1002.65,38.96,88.59,Safe
2185144,2.43,20.47,1002.65,38.96,88.60,Safe
2187162,2.43,20.47,1002.65,38.95,88.65,Safe
2189180,2.43,20.47,1002.65,38.96,88.62,Safe
2191198,2.43,20.47,1002.65,38.95,88.62,Safe
2193216,2.43,20.47,1002.65,38.96,88.62,Safe
2195234,2.43,20.47,1002.66,38.94,88.55,Safe
2197252,2.43,20.47,1002.66,38.94,88.54,Safe
2199272,2.43,20.47,1002.66,38.91,88.52,Safe
2201290,2.43,20.47,1002.66,38.95,88.51,Safe
2203308,2.43,20.47,1002.66,38.96,88.51,Safe
2205326,2.43,20.47,1002.66,38.96,88.52,Safe
2207344,2.43,20.47,1002.66,38.94,88.52,Safe
2209362,2.43,20.47,1002.66,38.92,88.51,Safe
2211380,2.43,20.47,1002.67,38.91,88.48,Safe
2213398,2.43,20.47,1002.67,38.91,88.47,Safe
2215416,2.43,20.47,1002.67,38.94,88.47,Safe
2217434,2.43,20.47,1002.66,38.94,88.51,Safe
2219452,2.43,20.47,1002.67,38.92,88.47,Safe
2221470,2.43,20.47,1002.67,38.92,88.48,Safe
2223490,2.43,20.47,1002.66,38.92,88.51,Safe
2225508,2.43,20.47,1002.66,38.92,88.52,Safe
2227526,2.43,20.47,1002.66,38.95,88.51,Safe
2229544,2.43,20.47,1002.66,38.95,88.52,Safe
2231562,2.43,20.47,1002.66,38.96,88.55,Safe
2233580,2.43,20.47,1002.66,38.99,88.55,Safe
2235598,2.43,20.47,1002.66,38.94,88.57,Safe
2237616,2.43,20.47,1002.66,38.95,88.56,Safe
2239634,2.43,20.47,1002.66,38.95,88.56,Safe
2241652,2.43,20.47,1002.66,38.95,88.58,Safe
2243670,2.43,20.47,1002.66,38.95,88.58,Safe
2245697,2.43,20.48,1002.66,38.95,88.52,Safe
2247715,2.43,20.48,1002.66,38.95,88.51,Safe
2249733,2.43,20.48,1002.66,38.94,88.55,Safe
2251751,2.43,20.48,1002.66,38.94,88.57,Safe
2253769,2.43,20.48,1002.66,38.95,88.58,Safe
2255787,2.43,20.48,1002.66,38.94,88.57,Safe
2257805,2.43,20.48,1002.66,38.93,88.58,Safe
2259823,2.43,20.48,1002.66,38.95,88.55,Safe
2261841,2.43,20.48,1002.66,38.95,88.56,Safe
2263859,2.43,20.48,1002.66,38.95,88.55,Safe
2265877,2.43,20.48,1002.66,38.97,88.56,Safe
2267895,2.43,20.48,1002.66,38.96,88.56,Safe
2269911,2.43,20.48,1002.66,38.95,88.55,Safe
2271929,2.43,20.48,1002.67,38.95,88.50,Safe
2273947,2.43,20.48,1002.66,38.95,88.51,Safe
2275965,2.43,20.48,1002.66,38.96,88.53,Safe
2277983,2.43,20.48,1002.66,38.95,88.54,Safe
2280001,2.43,20.48,1002.66,38.95,88.56,Safe
2282019,2.43,20.48,1002.66,38.94,88.53,Safe
2284037,2.43,20.48,1002.67,38.94,88.46,Safe
2286055,2.43,20.48,1002.68,38.94,88.39,Safe
2288073,2.43,20.48,1002.69,38.95,88.31,Safe
2290091,2.43,20.48,1002.69,38.95,88.29,Safe
2292111,2.43,20.48,1002.69,38.99,88.26,Safe
2294129,2.43,20.48,1002.70,38.96,88.24,Safe
2296147,2.43,20.48,1002.70,38.96,88.21,Safe
2298165,2.43,20.48,1002.70,38.97,88.22,Safe
2300183,2.43,20.48,1002.70,38.97,88.24,Safe
2302201,2.43,20.48,1002.69,38.99,88.31,Safe
2304219,2.43,20.48,1002.68,38.96,88.36,Safe
2306237,2.43,20.48,1002.67,38.94,88.42,Safe
2308255,2.43,20.48,1002.67,38.95,88.45,Safe
2310273,2.43,20.48,1002.67,38.95,88.48,Safe
2312291,2.43,20.48,1002.67,38.93,88.48,Safe
2314311,2.43,20.49,1002.67,38.91,88.47,Safe
2316329,2.43,20.49,1002.67,38.93,88.49,Safe
2318347,2.43,20.49,1002.67,38.91,88.50,Safe
2320382,2.43,20.49,1002.66,38.91,88.53,Safe
2322400,2.43,20.49,1002.66,38.91,88.57,Safe
2324418,2.43,20.49,1002.66,38.91,88.56,Safe
2326436,2.43,20.49,1002.66,38.93,88.56,Safe
2328454,2.43,20.49,1002.66,38.91,88.56,Safe
2330472,2.43,20.49,1002.66,38.90,88.52,Safe
2332490,2.43,20.49,1002.66,38.90,88.51,Safe
2334508,2.43,20.49,1002.66,38.90,88.51,Safe
2336526,2.43,20.49,1002.67,38.91,88.47,Safe
2338546,2.43,20.49,1002.67,38.91,88.43,Safe
2340564,2.43,20.49,1002.67,38.93,88.43,Safe
2342582,2.43,20.49,1002.68,38.93,88.41,Safe
2344600,2.43,20.49,1002.67,38.93,88.46,Safe
2346618,2.43,20.49,1002.67,38.93,88.46,Safe
2348636,2.43,20.49,1002.68,38.93,88.39,Safe
2350654,2.43,20.49,1002.68,38.90,88.41,Safe
2352672,2.43,20.49,1002.67,38.89,88.42,Safe
2354690,2.43,20.49,1002.68,38.89,88.39,Safe
2356708,2.43,20.49,1002.68,38.91,88.39,Safe
2358726,2.43,20.49,1002.68,38.89,88.39,Safe
2360746,2.43,20.49,1002.68,38.89,88.39,Safe
2362764,2.43,20.49,1002.68,38.89,88.41,Safe
2364782,2.43,20.49,1002.68,38.90,88.39,Safe
2366800,2.43,20.49,1002.68,38.90,88.38,Safe
2368818,2.43,20.49,1002.68,38.93,88.38,Safe
2370836,2.43,20.49,1002.68,38.91,88.39,Safe
2372854,2.43,20.49,1002.67,38.91,88.47,Safe
2374872,2.43,20.49,1002.67,38.90,88.44,Safe
2376890,2.43,20.49,1002.68,38.93,88.39,Safe
2378908,2.43,20.49,1002.68,38.93,88.39,Safe
2380926,2.43,20.49,1002.68,38.95,88.38,Safe
2382946,2.43,20.49,1002.68,38.91,88.36,Safe
2384964,2.43,20.50,1002.68,38.92,88.36,Safe
2386982,2.43,20.50,1002.69,38.92,88.33,Safe
2389000,2.43,20.50,1002.68,38.93,88.35,Safe
2391018,2.43,20.50,1002.69,38.94,88.33,Safe
2393036,2.43,20.50,1002.69,38.94,88.30,Safe
2395054,2.43,20.50,1002.69,38.96,88.27,Safe
2397072,2.55,20.50,1002.70,38.96,88.22,Safe
2399090,2.43,20.50,1002.70,38.98,88.21,Safe
2401108,2.43,20.50,1002.70,38.95,88.21,Safe
2403126,2.43,20.50,1002.70,38.96,88.18,Safe
2405144,2.43,20.50,1002.70,38.96,88.17,Safe
2407164,2.43,20.50,1002.71,38.96,88.16,Safe
2409182,2.43,20.50,1002.70,38.96,88.17,Safe
2411200,2.43,20.50,1002.70,38.96,88.18,Safe
2413218,2.43,20.50,1002.70,38.98,88.18,Safe
2415236,2.43,20.50,1002.70,38.98,88.20,Safe
2417254,2.43,20.50,1002.69,38.98,88.26,Safe
2419272,2.43,20.50,1002.70,38.94,88.22,Safe
2421290,2.43,20.50,1002.71,39.02,88.13,Safe
2423308,2.43,20.49,1002.71,39.04,88.12,Safe
2425326,2.43,20.49,1002.72,38.99,88.02,Safe
2427344,2.43,20.49,1002.72,38.94,88.02,Safe
2429371,2.43,20.49,1002.73,38.93,87.97,Safe
2431389,2.43,20.49,1002.73,38.94,87.94,Safe
2433407,2.43,20.49,1002.74,38.94,87.89,Safe
2435425,2.43,20.49,1002.74,38.94,87.84,Safe
2437443,2.43,20.49,1002.75,38.94,87.79,Safe
2439461,2.43,20.49,1002.74,38.93,87.85,Safe
2441479,2.43,20.49,1002.73,38.96,87.93,Safe
2443497,2.43,20.49,1002.73,38.96,87.94,Safe
2445515,2.43,20.49,1002.73,38.96,87.97,Safe
2447533,2.43,20.49,1002.73,38.96,87.97,Safe
2449551,2.43,20.49,1002.73,38.99,87.99,Safe
2451569,2.43,20.49,1002.72,39.00,88.02,Safe
2453589,2.43,20.49,1002.72,39.01,88.05,Safe
2455607,2.43,20.49,1002.72,39.01,88.04,Safe
2457625,2.43,20.49,1002.72,39.00,88.05,Safe
2459643,2.43,20.49,1002.72,39.02,88.04,Safe
2461661,2.43,20.49,1002.72,39.01,88.02,Safe
2463679,2.43,20.49,1002.72,39.00,88.04,Safe
2465697,2.43,20.49,1002.72,39.01,88.01,Safe
2467715,2.43,20.49,1002.73,39.00,87.98,Safe
2469733,2.43,20.49,1002.73,39.02,87.99,Safe
2471751,2.43,20.49,1002.73,39.04,87.99,Safe
2473769,2.43,20.49,1002.73,39.02,87.99,Safe
2475789,2.43,20.49,1002.73,39.04,87.97,Safe
2477807,2.43,20.49,1002.73,39.02,87.95,Safe
2479825,2.43,20.49,1002.73,39.02,87.94,Safe
2481843,2.43,20.49,1002.74,39.02,87.89,Safe
2483861,2.43,20.49,1002.74,39.01,87.89,Safe
2485879,2.43,20.49,1002.74,39.02,87.84,Safe
2487897,2.43,20.49,1002.74,39.02,87.86,Safe
2489915,2.43,20.49,1002.74,39.04,87.84,Safe
2491933,2.43,20.49,1002.74,39.02,87.84,Safe
2493951,2.43,20.49,1002.75,39.05,87.82,Safe
2495969,2.43,20.50,1002.75,39.05,87.76,Safe
2497989,2.43,20.50,1002.75,39.05,87.76,Safe
2500007,2.43,20.49,1002.75,39.04,87.77,Safe
2502025,2.43,20.50,1002.76,39.04,87.70,Safe
2504043,2.43,20.50,1002.76,39.02,87.69,Safe
2506061,2.43,20.50,1002.76,39.04,87.69,Safe
2508079,2.43,20.50,1002.77,39.05,87.66,Safe
2510097,2.43,20.50,1002.77,39.02,87.65,Safe
2512115,2.43,20.50,1002.77,39.02,87.65,Safe
2514133,2.43,20.50,1002.77,39.02,87.63,Safe
2516151,2.43,20.50,1002.77,39.01,87.59,Safe
2518169,2.43,20.50,1002.78,39.01,87.55,Safe
2520187,2.43,20.49,1002.78,39.01,87.55,Safe
2522207,2.43,20.49,1002.78,39.00,87.55,Safe
2524225,2.43,20.49,1002.78,39.00,87.52,Safe
2526243,2.43,20.50,1002.79,38.96,87.45,Safe
2528261,2.43,20.50,1002.79,38.94,87.42,Safe
2530279,2.43,20.50,1002.79,38.93,87.42,Safe
2532297,2.43,20.50,1002.80,38.93,87.39,Safe
2534315,2.43,20.50,1002.80,38.90,87.36,Safe
2536333,2.43,20.50,1002.80,38.92,87.33,Safe
2538351,2.43,20.50,1002.81,38.94,87.32,Safe
2540369,2.43,20.50,1002.81,38.92,87.27,Safe
2542387,2.43,20.50,1002.81,38.92,87.30,Safe
2544407,2.43,20.50,1002.81,38.92,87.28,Safe
2546425,2.43,20.50,1002.81,38.92,87.29,Safe
2548443,2.43,20.50,1002.81,38.92,87.28,Safe
2550461,2.43,20.50,1002.82,38.93,87.23,Safe
2552479,2.43,20.50,1002.82,38.93,87.24,Safe
2554497,2.43,20.50,1002.81,38.92,87.26,Safe
2556515,2.43,20.51,1002.82,38.92,87.22,Safe
2558533,2.43,20.51,1002.82,38.92,87.22,Safe
2560551,2.43,20.51,1002.82,38.93,87.22,Safe
2562569,2.43,20.51,1002.82,38.98,87.23,Safe
2564587,2.43,20.50,1002.82,39.01,87.24,Safe
