Timestamp(ms),CO_PPM,Temperature(C),Pressure(hPa),Humidity(%),Altitude(m),Status
544652,53.56,19.80,1004.67,34.96,71.65,Unsafe
546672,38.09,19.81,1004.68,34.71,71.61,Unsafe
548692,29.51,19.81,1004.68,34.66,71.62,Warning
550712,25.17,19.81,1004.67,34.58,71.64,Warning
552734,30.21,19.81,1004.67,34.74,71.66,Unsafe
554754,24.53,19.82,1004.67,34.73,71.68,Warning
556774,20.02,19.82,1004.67,34.69,71.69,Warning
558794,17.53,19.83,1004.66,34.55,71.73,Warning
560814,26.80,19.83,1004.66,34.80,71.73,Warning
562834,59.08,19.84,1004.66,34.85,71.77,Unsafe
564854,118.53,19.84,1004.66,34.87,71.80,Unsafe
566874,135.01,19.86,1004.65,35.06,71.81,Unsafe
568894,300.58,19.87,1004.66,35.65,71.80,Unsafe
570914,367.38,19.89,1004.66,34.82,71.79,Unsafe
572934,504.43,19.91,1004.65,34.54,71.82,Unsafe
574956,577.84,19.93,1004.65,34.56,71.89,Unsafe
576976,856.20,19.95,1004.65,34.49,71.86,Unsafe
578996,1000.00,19.97,1004.65,34.44,71.85,Unsafe
581016,716.86,19.99,1004.65,34.26,71.85,Unsafe
583036,356.73,20.00,1004.65,34.26,71.87,Unsafe
585056,185.73,20.01,1004.65,34.39,71.85,Unsafe
587076,113.65,20.01,1004.64,34.24,71.90,Unsafe
589096,77.72,20.02,1004.65,34.23,71.87,Unsafe
591116,58.05,20.02,1004.65,34.30,71.83,Unsafe
593136,45.67,20.02,1004.65,34.22,71.84,Unsafe
595158,38.90,20.02,1004.65,34.33,71.82,Unsafe
597178,34.59,20.01,1004.65,34.41,71.84,Unsafe
599198,30.92,20.00,1004.66,34.47,71.80,Unsafe
601218,28.14,20.00,1004.65,34.50,71.82,Warning
603238,26.14,19.99,1004.65,34.42,71.83,Warning
605258,25.81,19.98,1004.66,34.60,71.79,Warning
607278,27.46,19.97,1004.66,34.43,71.80,Warning
609298,25.49,19.96,1004.66,34.58,71.79,Warning
611318,22.98,19.95,1004.66,34.47,71.80,Warning
613338,21.48,19.94,1004.65,34.53,71.82,Warning
615358,21.77,19.93,1004.65,34.49,71.85,Warning
617397,47.46,19.92,1004.65,34.54,71.85,Unsafe
619417,42.63,19.91,1004.65,35.55,71.89,Unsafe
621437,40.95,19.90,1004.64,35.07,71.90,Unsafe
623457,40.53,19.90,1004.64,35.10,71.92,Unsafe
625477,35.74,19.89,1004.64,34.97,71.92,Unsafe
627497,34.59,19.89,1004.64,34.82,71.94,Unsafe
629517,33.47,19.88,1004.64,34.85,71.96,Unsafe
631537,33.10,19.87,1004.64,34.78,71.96,Unsafe
633557,33.10,19.87,1004.63,34.63,72.04,Unsafe
635577,32.73,19.86,1004.63,34.56,72.02,Unsafe
637597,30.92,19.85,1004.62,34.62,72.07,Unsafe
639619,28.82,19.85,1004.62,34.62,72.07,Warning
641639,28.14,19.84,1004.62,34.62,72.12,Warning
643659,28.14,19.84,1004.61,34.60,72.15,Warning
645679,27.80,19.83,1004.62,34.51,72.14,Warning
647699,27.46,19.83,1004.62,34.52,72.12,Warning
649719,27.46,19.83,1004.61,34.57,72.15,Warning
651739,27.13,19.83,1004.61,34.63,72.17,Warning
653759,26.80,19.82,1004.61,34.57,72.18,Warning
655779,26.47,19.82,1004.61,34.43,72.15,Warning
657799,26.14,19.82,1004.62,34.38,72.12,Warning
659819,25.81,19.82,1004.61,34.36,72.15,Warning
661841,25.81,19.82,1004.61,34.37,72.16,Warning
663861,25.81,19.82,1004.61,34.32,72.14,Warning
665881,25.81,19.82,1004.61,34.30,72.14,Warning
667901,25.49,19.82,1004.62,34.29,72.11,Warning
669921,25.17,19.82,1004.62,34.29,72.11,Warning
671941,25.17,19.83,1004.62,34.30,72.09,Warning
673961,24.85,19.83,1004.62,34.42,72.12,Warning
675981,25.49,19.83,1004.62,34.73,72.07,Warning
678001,29.51,19.82,1004.62,34.76,72.06,Warning
680021,30.21,19.82,1004.63,34.58,72.02,Unsafe
682043,29.16,19.82,1004.63,34.53,71.99,Warning
684063,30.21,19.82,1004.63,34.54,72.04,Unsafe
686083,30.21,19.81,1004.62,34.53,72.06,Unsafe
688103,30.21,19.81,1004.63,34.57,72.04,Unsafe
690123,30.21,19.80,1004.62,34.70,72.07,Unsafe
692143,30.21,19.80,1004.63,34.83,72.03,Unsafe
694163,29.16,19.79,1004.63,34.87,72.05,Warning
696183,29.16,19.78,1004.63,34.80,72.05,Warning
698203,29.51,19.78,1004.63,34.84,72.05,Warning
700223,29.86,19.77,1004.63,34.71,72.05,Warning
702243,27.80,19.76,1004.62,34.66,72.09,Warning
704265,26.14,19.76,1004.62,34.64,72.13,Warning
706285,25.81,19.75,1004.62,34.76,72.13,Warning
708305,24.85,19.75,1004.62,34.66,72.12,Warning
710325,22.67,19.74,1004.62,34.63,72.12,Warning
712345,21.77,19.73,1004.62,34.68,72.11,Warning
714365,21.18,19.73,1004.62,34.65,72.06,Warning
716385,20.89,19.72,1004.62,34.71,72.08,Warning
718405,19.18,19.72,1004.63,34.71,72.06,Warning
720425,18.62,19.72,1004.63,34.79,72.05,Warning
722445,17.80,19.72,1004.63,34.80,72.01,Warning
724465,17.53,19.71,1004.63,34.90,72.00,Warning
726487,17.27,19.71,1004.63,35.03,71.99,Warning
728507,16.74,19.71,1004.64,34.92,71.95,Warning
730527,16.74,19.71,1004.64,34.92,71.96,Warning
732547,16.48,19.71,1004.64,34.91,71.92,Warning
734567,16.22,19.70,1004.64,34.90,71.93,Warning
736621,15.96,19.70,1004.64,34.88,71.92,Warning
738641,15.70,19.70,1004.64,34.86,71.94,Warning
740661,15.45,19.70,1004.64,34.94,71.92,Warning
742681,15.20,19.70,1004.64,35.00,71.91,Warning
744701,14.95,19.69,1004.64,35.00,71.91,Warning
746723,14.70,19.69,1004.65,34.87,71.88,Warning
748743,14.21,19.69,1004.65,34.91,71.84,Warning
750763,13.73,19.68,1004.65,34.97,71.87,Warning
752783,13.49,19.68,1004.65,34.95,71.82,Warning
754803,13.26,19.68,1004.65,34.93,71.82,Warning
756823,13.02,19.68,1004.66,34.92,71.76,Warning
758843,12.56,19.67,1004.66,34.82,71.77,Warning
760863,12.56,19.67,1004.66,34.95,71.76,Warning
762883,12.33,19.67,1004.66,35.06,71.75,Warning
764903,12.11,19.67,1004.66,35.14,71.74,Warning
766923,11.88,19.67,1004.67,35.12,71.71,Warning
768945,11.88,19.66,1004.67,35.46,71.72,Warning
770965,12.11,19.67,1004.67,36.17,71.68,Warning
772985,11.88,19.67,1004.67,35.53,71.71,Warning
775005,11.66,19.67,1004.66,35.82,71.73,Warning
777025,11.44,19.67,1004.66,35.26,71.75,Warning
779045,11.22,19.67,1004.66,35.08,71.79,Warning
781065,10.78,19.67,1004.66,35.23,71.78,Warning
783085,10.57,19.67,1004.66,35.20,71.79,Warning
785105,10.57,19.68,1004.66,35.12,71.80,Warning
787125,10.57,19.68,1004.66,34.97,71.74,Warning
789145,10.36,19.68,1004.67,34.81,71.69,Warning
791176,10.15,19.68,1004.67,34.81,71.68,Warning
793198,10.15,19.68,1004.68,34.87,71.64,Warning
795220,9.94,19.68,1004.68,34.82,71.58,Warning
797242,10.15,19.68,1004.69,35.00,71.52,Warning
799264,9.94,19.68,1004.68,35.35,71.56,Warning
801286,9.53,19.68,1004.68,35.28,71.59,Warning
803308,9.53,19.68,1004.68,35.23,71.57,Warning
805330,10.15,19.68,1004.69,35.30,71.55,Warning
807352,10.78,19.68,1004.69,35.23,71.55,Warning
809374,10.36,19.68,1004.69,34.90,71.53,Warning
811396,9.13,19.68,1004.68,34.85,71.57,Warning
813416,8.54,19.68,1004.68,35.29,71.59,Warning
815438,10.57,19.68,1004.68,35.04,71.59,Warning
817460,14.46,19.68,1004.68,35.19,71.58,Warning
819482,14.21,19.68,1004.68,34.98,71.58,Warning
821504,14.21,19.68,1004.68,35.02,71.59,Warning
823526,14.21,19.68,1004.68,35.17,71.57,Warning
825548,14.46,19.68,1004.68,35.19,71.59,Warning
827570,17.27,19.68,1004.69,35.07,71.55,Warning
829592,18.07,19.68,1004.68,35.01,71.57,Warning
831614,17.80,19.67,1004.69,34.98,71.54,Warning
833638,16.74,19.67,1004.69,34.96,71.54,Warning
835660,17.53,19.67,1004.69,34.98,71.52,Warning
837682,16.22,19.67,1004.69,34.86,71.51,Warning
839704,15.70,19.66,1004.69,34.91,71.48,Warning
841726,14.95,19.65,1004.69,34.88,71.50,Warning
843748,14.46,19.65,1004.69,34.88,71.54,Warning
845770,15.45,19.65,1004.69,34.94,71.54,Warning
847792,16.48,19.65,1004.69,35.03,71.54,Warning
849814,15.70,19.65,1004.69,34.87,71.51,Warning
851836,17.00,19.64,1004.69,34.75,71.52,Warning
853858,16.74,19.65,1004.69,34.76,71.48,Warning
855882,15.96,19.65,1004.69,34.68,71.48,Warning
857904,15.45,19.65,1004.69,34.66,71.49,Warning
859926,15.20,19.65,1004.69,34.64,71.52,Warning
861948,15.70,19.65,1004.69,34.66,71.52,Warning
863970,15.45,19.65,1004.69,34.65,71.54,Warning
865992,15.20,19.66,1004.69,34.57,71.54,Warning
868014,14.95,19.66,1004.69,34.51,71.53,Warning
870036,14.95,19.66,1004.69,34.53,71.55,Warning
872058,14.95,19.67,1004.69,34.58,71.51,Warning
874080,15.20,19.67,1004.69,34.49,71.51,Warning
876102,15.70,19.67,1004.69,34.47,71.49,Warning
878126,15.20,19.67,1004.69,34.49,71.51,Warning
880148,15.20,19.68,1004.69,34.42,71.50,Warning
882170,15.20,19.68,1004.69,34.38,71.54,Warning
884192,15.20,19.68,1004.68,34.36,71.57,Warning
886215,15.70,19.68,1004.68,34.36,71.62,Warning
888237,15.45,19.68,1004.68,34.38,71.62,Warning
890259,15.70,19.69,1004.68,34.37,71.58,Warning
892281,15.96,19.69,1004.68,34.37,71.62,Warning
894303,15.96,19.69,1004.67,34.45,71.64,Warning
896325,15.70,19.70,1004.67,34.36,71.66,Warning
898349,15.20,19.70,1004.67,34.38,71.65,Warning
900371,14.46,19.70,1004.67,34.33,71.70,Warning
902393,14.21,19.71,1004.66,34.31,71.72,Warning
904415,14.21,19.71,1004.66,34.35,71.76,Warning
906437,14.21,19.71,1004.66,34.31,71.79,Warning
908459,14.46,19.71,1004.65,34.41,71.81,Warning
910481,14.70,19.71,1004.66,34.38,71.80,Warning
912503,14.70,19.72,1004.65,34.34,71.82,Warning
914525,14.70,19.72,1004.65,34.31,71.85,Warning
916547,14.46,19.72,1004.65,34.28,71.83,Warning
918569,14.21,19.72,1004.65,34.29,71.85,Warning
920593,13.73,19.73,1004.65,34.29,71.84,Warning
922615,13.97,19.73,1004.65,34.32,71.86,Warning
924637,13.97,19.73,1004.65,34.30,71.84,Warning
926659,13.73,19.73,1004.65,34.34,71.87,Warning
928681,13.49,19.73,1004.64,34.58,71.96,Warning
930703,13.02,19.73,1004.64,34.73,71.97,Warning
932725,13.26,19.72,1004.63,34.90,72.01,Warning
934747,13.02,19.72,1004.63,35.30,72.02,Warning
936769,13.02,19.72,1004.63,35.06,72.02,Warning
938791,12.79,19.72,1004.62,34.69,72.11,Warning
940813,12.56,19.72,1004.62,34.55,72.08,Warning
942837,12.56,19.72,1004.62,34.52,72.08,Warning
944859,12.56,19.72,1004.63,34.41,72.05,Warning
946881,12.56,19.72,1004.62,34.56,72.06,Warning
948903,13.02,19.73,1004.63,34.68,72.04,Warning
950925,12.79,19.73,1004.63,34.74,72.04,Warning
952947,12.79,19.73,1004.63,34.54,72.00,Warning
954969,12.79,19.73,1004.63,34.50,72.00,Warning
956991,12.33,19.73,1004.63,34.56,72.01,Warning
959013,12.33,19.73,1004.63,34.51,72.04,Warning
961035,12.11,19.73,1004.62,34.41,72.07,Warning
963065,11.88,19.73,1004.62,34.32,72.10,Warning
965087,11.88,19.73,1004.62,34.25,72.08,Warning
967109,11.66,19.72,1004.62,34.42,72.09,Warning
969131,11.88,19.72,1004.62,34.50,72.08,Warning
971153,12.11,19.72,1004.62,35.10,72.13,Warning
973175,11.88,19.72,1004.62,35.36,72.13,Warning
975197,11.66,19.72,1004.62,35.28,72.13,Warning
977219,11.66,19.72,1004.61,34.94,72.17,Warning
979241,11.66,19.71,1004.61,34.66,72.17,Warning
981284,11.44,19.71,1004.61,34.55,72.16,Warning
983306,11.66,19.71,1004.61,34.50,72.19,Warning
985330,11.44,19.71,1004.61,34.47,72.20,Warning
987352,11.44,19.71,1004.60,34.44,72.23,Warning
989374,11.66,19.72,1004.60,34.39,72.24,Warning
991396,11.44,19.72,1004.61,34.41,72.22,Warning
993418,11.44,19.72,1004.60,34.36,72.24,Warning
995440,11.44,19.72,1004.60,34.36,72.23,Warning
997462,11.66,19.72,1004.60,34.44,72.28,Warning
999484,11.66,19.72,1004.60,34.30,72.30,Warning
1001506,11.66,19.72,1004.59,34.27,72.32,Warning
1003528,11.44,19.72,1004.60,34.23,72.30,Warning
1005550,11.44,19.72,1004.60,34.27,72.30,Warning
1007570,11.44,19.72,1004.60,34.41,72.26,Warning
1009592,11.22,19.72,1004.61,34.50,72.22,Warning
1011614,11.44,19.72,1004.61,34.62,72.21,Warning
1013636,11.22,19.72,1004.61,34.50,72.21,Warning
1015658,11.22,19.72,1004.61,34.35,72.22,Warning
1017680,11.22,19.72,1004.61,34.36,72.19,Warning
1019702,11.22,19.71,1004.61,34.34,72.19,Warning
1021724,11.00,19.71,1004.61,34.31,72.17,Warning
1023746,11.00,19.71,1004.61,34.33,72.20,Warning
1025768,11.00,19.71,1004.61,34.40,72.22,Warning
1027792,11.00,19.71,1004.61,34.36,72.22,Warning
1029814,11.44,19.71,1004.60,34.39,72.25,Warning
1031836,11.22,19.71,1004.60,34.91,72.25,Warning
1033858,11.22,19.71,1004.60,35.07,72.25,Warning
1035880,11.22,19.71,1004.60,35.12,72.23,Warning
1037902,11.44,19.71,1004.61,34.90,72.20,Warning
1039924,11.44,19.71,1004.61,34.75,72.22,Warning
1041946,11.22,19.71,1004.60,34.61,72.23,Warning
1043968,11.44,19.71,1004.61,34.74,72.22,Warning
1045990,11.00,19.71,1004.60,34.80,72.23,Warning
1048014,11.00,19.71,1004.60,34.86,72.24,Warning
1050036,10.78,19.71,1004.60,34.85,72.24,Warning
1052058,10.78,19.70,1004.60,34.64,72.27,Warning
1054080,10.78,19.70,1004.60,34.56,72.30,Warning
1056102,10.78,19.70,1004.59,34.57,72.34,Warning
1058124,10.78,19.70,1004.59,34.55,72.37,Warning
1060146,10.57,19.70,1004.58,34.50,72.40,Warning
1062168,10.78,19.70,1004.58,34.44,72.42,Warning
Timestamp(ms),CO_PPM,Temperature(C),Pressure(hPa),Humidity(%),Altitude(m),Status
3162,39.30,19.98,1003.78,35.90,79.13,Unsafe
5186,38.49,20.03,1003.77,35.94,79.25,Unsafe
7208,37.70,20.03,1003.77,36.05,79.24,Unsafe
9230,38.09,20.02,1003.77,35.84,79.22,Unsafe
11252,33.47,20.02,1003.77,36.76,79.19,Unsafe
13274,32.36,20.02,1003.78,37.66,79.14,Unsafe
15296,36.13,20.02,1003.79,36.51,79.10,Unsafe
17318,32.73,20.02,1003.79,36.28,79.07,Unsafe
19340,30.92,20.02,1003.79,35.96,79.04,Unsafe
21362,34.97,20.02,1003.79,35.94,79.05,Unsafe
23384,37.70,20.02,1003.79,35.95,79.10,Unsafe
25406,38.09,20.02,1003.78,35.97,79.10,Unsafe
27430,36.13,20.02,1003.78,35.88,79.15,Unsafe
29452,33.84,20.02,1003.78,35.95,79.17,Unsafe
31474,32.36,20.03,1003.78,35.96,79.16,Unsafe
33496,31.28,20.03,1003.77,35.87,79.21,Unsafe
35518,104.33,20.03,1003.77,35.75,79.24,Unsafe
37540,108.14,20.03,1003.77,35.76,79.19,Unsafe
39562,98.43,20.03,1003.77,35.76,79.19,Unsafe
41584,86.00,20.03,1003.77,35.72,79.22,Unsafe
43606,75.29,20.03,1003.77,35.65,79.21,Unsafe
45628,72.90,20.03,1003.77,35.68,79.26,Unsafe
47650,74.68,20.03,1003.76,35.71,79.29,Unsafe
49672,66.04,20.03,1003.76,35.72,79.31,Unsafe
51696,59.08,20.03,1003.76,35.73,79.31,Unsafe
53718,73.49,20.04,1003.76,35.72,79.29,Unsafe
55740,218.35,20.04,1003.77,35.55,79.25,Unsafe
57762,239.31,20.04,1003.77,35.79,79.24,Unsafe
59784,218.35,20.04,1003.77,35.87,79.24,Unsafe
61806,189.27,20.04,1003.77,35.87,79.23,Unsafe
63828,173.21,20.04,1003.77,35.87,79.22,Unsafe
65850,156.21,20.04,1003.77,35.51,79.22,Unsafe
67872,141.50,20.05,1003.78,35.63,79.16,Unsafe
69894,121.03,20.05,1003.78,35.52,79.15,Unsafe
71924,108.92,20.05,1003.78,35.48,79.15,Unsafe
73946,114.45,20.05,1003.78,35.49,79.12,Unsafe
75968,121.87,20.05,1003.78,35.46,79.12,Unsafe
77990,151.18,20.05,1003.78,35.42,79.14,Unsafe
80012,143.39,20.05,1003.78,37.47,79.12,Unsafe
82034,126.14,20.05,1003.78,36.66,79.10,Unsafe
84056,116.07,20.05,1003.78,36.27,79.10,Unsafe
86078,124.42,20.05,1003.79,36.17,79.08,Unsafe
88100,108.92,20.05,1003.79,36.06,79.06,Unsafe
90122,99.15,20.05,1003.79,36.23,79.09,Unsafe
92144,104.33,20.05,1003.79,36.67,79.04,Unsafe
94168,112.06,20.05,1003.79,36.61,79.08,Unsafe
96190,100.61,20.06,1003.79,36.43,79.06,Unsafe
98212,89.34,20.06,1003.79,36.23,79.07,Unsafe
100234,80.84,20.06,1003.79,36.11,79.06,Unsafe
102256,104.33,20.06,1003.79,35.97,79.06,Unsafe
104278,116.07,20.07,1003.79,35.81,79.05,Unsafe
106300,126.14,20.07,1003.80,35.82,79.00,Unsafe
108322,103.58,20.07,1003.80,36.06,79.01,Unsafe
110344,124.42,20.07,1003.80,36.19,78.96,Unsafe
112366,133.20,20.07,1003.80,36.00,78.96,Unsafe
114388,115.26,20.08,1003.80,35.97,78.95,Unsafe
116412,97.70,20.08,1003.80,35.91,78.95,Unsafe
118434,136.84,20.08,1003.80,35.96,78.97,Unsafe
120456,164.53,20.08,1003.80,35.91,78.95,Unsafe
122478,164.53,20.08,1003.80,35.64,78.95,Unsafe
124500,141.50,20.08,1003.80,35.66,78.96,Unsafe
126522,135.01,20.08,1003.80,35.64,78.96,Unsafe
128544,166.67,20.08,1003.80,35.60,78.94,Unsafe
130566,152.18,20.08,1003.81,35.60,78.90,Unsafe
132588,135.92,20.08,1003.81,35.64,78.92,Unsafe
134610,128.75,20.08,1003.81,35.47,78.93,Unsafe
136632,127.88,20.09,1003.81,35.55,78.91,Unsafe
138656,113.65,20.09,1003.80,35.58,78.96,Unsafe
140678,149.20,20.09,1003.80,35.58,78.95,Unsafe
142700,146.28,20.09,1003.80,35.57,78.94,Unsafe
144722,138.69,20.09,1003.80,35.67,78.96,Unsafe
146744,115.26,20.09,1003.80,35.70,78.94,Unsafe
148766,119.36,20.09,1003.80,35.58,78.97,Unsafe
150788,111.27,20.09,1003.80,35.65,78.95,Unsafe
152827,106.60,20.09,1003.80,35.66,78.95,Unsafe
154849,89.34,20.10,1003.81,35.74,78.93,Unsafe
156871,89.34,20.10,1003.81,35.60,78.93,Unsafe
158893,99.88,20.10,1003.81,35.57,78.90,Unsafe
160917,97.70,20.09,1003.81,35.70,78.89,Unsafe
162939,85.34,20.09,1003.81,35.42,78.86,Unsafe
164961,72.90,20.09,1003.82,35.41,78.84,Unsafe
166983,70.56,20.09,1003.82,36.83,78.79,Unsafe
169005,62.77,20.09,1003.82,37.54,78.82,Unsafe
171027,54.54,20.09,1003.82,36.99,78.82,Unsafe
173049,50.22,20.08,1003.82,38.31,78.83,Unsafe
175071,46.56,20.08,1003.82,39.09,78.83,Unsafe
177093,43.06,20.08,1003.81,37.82,78.85,Unsafe
179116,43.06,20.07,1003.81,36.83,78.85,Unsafe
181140,40.53,20.07,1003.81,36.27,78.86,Unsafe
183162,40.12,20.06,1003.82,36.17,78.85,Unsafe
